user_id,post_id,utc_time,tags_count,likes_count,comments_count,text_length
1713679338,1132793872410463474_1713679338,2015-12-04T20:06:14,0,125,12,19
1713679338,1131946952641204027_1713679338,2015-12-03T16:03:33,0,103,8,47
1713679338,1131364599527100335_1713679338,2015-12-02T20:46:31,4,127,8,32
1713679338,1126268438269120352_1713679338,2015-11-25T20:01:21,1,131,5,113
1713679338,1124518788558212798_1713679338,2015-11-23T10:05:07,0,87,5,158
1713679338,1123246659955052014_1713679338,2015-11-21T15:57:38,1,108,8,10
1713679338,1121614311698189473_1713679338,2015-11-19T09:54:26,4,144,11,67
1713679338,1120212355863793661_1713679338,2015-11-17T11:29:00,0,134,33,39
1713679338,1119339103952030802_1713679338,2015-11-16T06:34:01,1,88,1,59
1713679338,1115870810503105684_1713679338,2015-11-11T11:43:08,3,131,7,31
1713679338,1113638756919004554_1713679338,2015-11-08T09:48:26,1,95,13,188
1713679338,1111785601709100571_1713679338,2015-11-05T20:26:33,0,128,22,75
1713679338,1111436725366017458_1713679338,2015-11-05T08:53:24,1,112,15,25
1713679338,1109181006696664799_1713679338,2015-11-02T06:11:41,2,103,6,25
1713679338,1105976373077593849_1713679338,2015-10-28T20:04:39,3,65,7,69
1713679338,1104320707267120692_1713679338,2015-10-26T13:15:08,2,100,2,129
1713679338,1102869173417267043_1713679338,2015-10-24T13:11:12,0,83,7,26
1734851897,1138441148014898072_1734851897,2015-12-12T15:06:22,0,103,5,317
2262608259,1138420320117649926_2262608259,2015-12-12T14:24:59,0,23,0,7
2024373232,1124830577329079876_2024373232,2015-11-23T20:24:35,0,13,2,25
2024373232,1111116279599760656_2024373232,2015-11-04T22:16:44,0,12,0,139
2024373232,1106752637580248317_2024373232,2015-10-29T21:46:57,0,14,0,22
2024373232,1102500273121822200_2024373232,2015-10-24T00:58:16,0,15,1,10
1966002048,1136248709573510218_1966002048,2015-12-09T14:30:23,0,82,8,51
1966002048,1135570331610646288_1966002048,2015-12-08T16:02:34,0,78,5,27
1222800048,1137928811506091772_1222800048,2015-12-11T22:08:26,0,191,3,533
2197742590,1138485609877766065_2197742590,2015-12-12T16:34:42,0,21,0,211
2197742590,1138473447578959415_2197742590,2015-12-12T16:10:32,0,23,1,172
2197742590,1138463260226911441_2197742590,2015-12-12T15:50:18,0,26,1,211
2197742590,1137694966771383664_2197742590,2015-12-11T14:23:50,0,37,2,315
2281747081,1137879013023321021_2281747081,2015-12-11T20:29:30,1,37,2,658
2281506965,1138536904453438165_2281506965,2015-12-12T18:16:37,0,33,2,10
2281506965,1132038077550607191_2281506965,2015-12-03T19:04:36,0,106,1,270
2281506965,1131322484081998041_2281506965,2015-12-02T19:22:51,0,112,2,395
2281506965,1129725582483831478_2281506965,2015-11-30T14:30:05,0,125,5,4
2281506965,1126284696236243077_2281506965,2015-11-25T20:33:40,0,136,2,138
2281506965,1126048484208589363_2281506965,2015-11-25T12:44:21,0,121,0,98
2281506965,1125490028384794640_2281506965,2015-11-24T18:14:48,0,127,3,153
2281506965,1120961246743411051_2281506965,2015-11-18T12:16:55,0,168,1,496
2281506965,1120913300228323708_2281506965,2015-11-18T10:41:39,0,164,1,42
2281506965,1120430057972480848_2281506965,2015-11-17T18:41:32,0,159,5,333
1148781188,1138309943205729971_1148781188,2015-12-12T10:45:41,2,16,4,19
1148781188,1107337343336092878_1148781188,2015-10-30T17:08:39,3,33,4,109
1148781188,1107336125553480862_1148781188,2015-10-30T17:06:14,2,29,0,110
1148781188,1107335358968927361_1148781188,2015-10-30T17:04:43,3,27,2,98
1148781188,1101556412029507315_1148781188,2015-10-22T17:42:58,2,36,0,16
1148781188,1094138785447450225_1148781188,2015-10-12T12:05:29,0,22,14,94
1148781188,1093389081138861966_1148781188,2015-10-11T11:15:57,1,22,5,67
1148781188,1072351185372092279_1148781188,2015-09-12T10:37:24,1,32,2,43
1148781188,1056591059772151370_1148781188,2015-08-21T16:44:51,0,33,3,73
1148781188,1052865641915258682_1148781188,2015-08-16T13:23:06,0,31,1,5
1148781188,1041804046137202002_1148781188,2015-08-01T07:05:41,1,49,2,13
1148781188,1041801047016903966_1148781188,2015-08-01T06:59:44,1,39,0,14
1148781188,1034891925797377967_1148781188,2015-07-22T18:12:32,0,41,14,61
1148781188,1034890631359666048_1148781188,2015-07-22T18:09:58,0,45,14,53
1148781188,1021716088545776706_1148781188,2015-07-04T13:54:30,1,37,1,98
1927362665,1137873651872934504_1927362665,2015-12-11T20:18:51,0,2662,106,29
1927362665,1135570762542459860_1927362665,2015-12-08T16:03:25,2,1527,74,52
1927362665,1134942505035999238_1927362665,2015-12-07T19:15:11,0,1039,100,1185
1927362665,1134283043551947572_1927362665,2015-12-06T21:24:57,4,842,287,50
1927362665,1133519804761221872_1927362665,2015-12-05T20:08:32,0,907,28,56
1927362665,1131182975315716745_1927362665,2015-12-02T14:45:40,0,1019,153,50
1927362665,1130298615788055350_1927362665,2015-12-01T09:28:36,0,1137,101,17
1927362665,1129873372242094725_1927362665,2015-11-30T19:23:43,0,898,133,49
1927362665,1129176835149114298_1927362665,2015-11-29T20:19:50,4,1038,136,102
1927362665,1128298921209735388_1927362665,2015-11-28T15:15:34,0,1661,69,72
1927362665,1127034700908047047_1927362665,2015-11-26T21:23:47,0,1101,67,20
1927362665,1126280690903132169_1927362665,2015-11-25T20:25:42,0,1378,334,68
1927362665,1124859047332915847_1927362665,2015-11-23T21:21:09,0,1316,266,52
1927362665,1124573774556539679_1927362665,2015-11-23T11:54:22,0,2688,501,31
1927362665,1123728811019053308_1927362665,2015-11-22T07:55:34,0,1184,44,63
1927362665,1123319415852083416_1927362665,2015-11-21T18:22:11,0,1059,227,11
1927362665,1123043146518342608_1927362665,2015-11-21T09:13:17,0,771,21,51
1927362665,1122703926629084024_1927362665,2015-11-20T21:59:19,0,1127,86,22
1927362665,1122586605847685755_1927362665,2015-11-20T18:06:13,0,983,101,37
1927362665,1121974502174599616_1927362665,2015-11-19T21:50:05,0,1164,86,46
1638392199,1138375983831868030_1638392199,2015-12-12T12:56:53,1,105,4,27
1638392199,1137712440937701688_1638392199,2015-12-11T14:58:33,0,123,0,19
1638392199,1135404972056404685_1638392199,2015-12-08T10:34:01,0,195,5,13
1638392199,1132426922029114350_1638392199,2015-12-04T07:57:10,0,126,9,2
1638392199,1126764885156454464_1638392199,2015-11-26T12:27:43,0,104,6,6
2212561763,1092303845110551127_2212561763,2015-10-09T23:19:46,0,139,5,140
2212561763,1082681413617816524_2212561763,2015-09-26T16:41:43,0,177,11,52
2287521632,1136917419514233985_2287521632,2015-12-10T12:38:59,19,146,75,865
2287521632,1135629167729673242_2287521632,2015-12-08T17:59:27,0,193,156,386
2287521632,1133204403341854696_2287521632,2015-12-05T09:41:53,5,253,162,344
2287521632,1132054440436139915_2287521632,2015-12-03T19:37:07,3,262,119,116
2287521632,1131006281425454649_2287521632,2015-12-02T08:54:36,5,347,195,323
2287521632,1130590465592755203_2287521632,2015-12-01T19:08:27,2,379,225,347
2287521632,1129133922519188914_2287521632,2015-11-29T18:54:34,5,354,109,654
2287521632,1128813339424163556_2287521632,2015-11-29T08:17:37,5,345,145,421
2287521632,1126909316223829617_2287521632,2015-11-26T17:14:40,2,442,185,167
2287521632,1125148273248142625_2287521632,2015-11-24T06:55:47,0,462,532,185
1622035042,1138455927658163210_1622035042,2015-12-12T15:35:44,4,148,2,132
1622035042,1137762903294783456_1622035042,2015-12-11T16:38:49,9,233,4,536
1622035042,1137569610657214401_1622035042,2015-12-11T10:14:46,16,227,23,267
1622035042,1136230158827564581_1622035042,2015-12-09T13:53:31,5,237,2,186
1622035042,1136054283876215827_1622035042,2015-12-09T08:04:05,12,205,16,603
1622035042,1128366011431562764_1622035042,2015-11-28T17:28:52,2,189,15,311
2290413690,1137919324363271931_2290413690,2015-12-11T21:49:35,0,3,0,357
2254192375,1120415253161910298_2254192375,2015-11-17T18:12:08,0,78,1,65
2254192375,1115018224923385867_2254192375,2015-11-10T07:29:12,0,106,1,720
2254192375,1111687098829971609_2254192375,2015-11-05T17:10:50,0,138,1,862
2111049607,1138236377474269565_2111049607,2015-12-12T08:19:31,0,104,5,423
2111049607,1136440773458788931_2111049607,2015-12-09T20:51:58,0,103,0,17
2111049607,1136384136899462118_2111049607,2015-12-09T18:59:27,0,135,6,1519
2111049607,1133322772995899902_2111049607,2015-12-05T13:37:04,0,122,3,342
2111049607,1132818809821331687_2111049607,2015-12-04T20:55:47,0,136,5,817
2111049607,1128463361290797569_2111049607,2015-11-28T20:42:17,0,126,1,2015
2111049607,1127732882748997945_2111049607,2015-11-27T20:30:57,0,124,1,654
2111049607,1127727443147751561_2111049607,2015-11-27T20:20:08,0,138,2,843
2111049607,1127555455678677038_2111049607,2015-11-27T14:38:26,0,124,2,140
2111049607,1123371823992930497_2111049607,2015-11-21T20:06:18,0,234,13,211
2111049607,1116797521864688215_2111049607,2015-11-12T18:24:20,0,148,2,420
2111049607,1115960605040706242_2111049607,2015-11-11T14:41:32,0,157,5,47
2111049607,1115959249198383767_2111049607,2015-11-11T14:38:50,2,149,1,20
2111049607,1113204398941012332_2111049607,2015-11-07T19:25:27,0,167,16,273
2111049607,1110986324141670573_2111049607,2015-11-04T17:58:32,0,157,3,184
2111049607,1107134689904689317_2111049607,2015-10-30T10:26:01,0,160,6,107
2111049607,1105091732112408768_2111049607,2015-10-27T14:47:01,0,151,7,646
2111049607,1102250330529726675_2111049607,2015-10-23T16:41:40,0,196,6,522
2111049607,1102023037957964288_2111049607,2015-10-23T09:10:05,0,166,3,348
2111049607,1099479605041431177_2111049607,2015-10-19T20:56:44,0,183,0,1184
1979374512,1138509418888332733_1979374512,2015-12-12T17:22:00,0,39,4,486
1979374512,1138292156138947755_1979374512,2015-12-12T10:10:20,0,77,7,133
1979374512,1137745329366926971_1979374512,2015-12-11T16:03:54,0,73,9,41
1979374512,1137744174045890144_1979374512,2015-12-11T16:01:36,0,79,9,117
1979374512,1136813459087197547_1979374512,2015-12-10T09:12:26,0,86,10,93
1979374512,1136795819572626532_1979374512,2015-12-10T08:37:23,0,80,6,657
1979374512,1136174995488539710_1979374512,2015-12-09T12:03:55,0,94,19,261
1979374512,1136122084830119062_1979374512,2015-12-09T10:18:48,0,83,5,152
1979374512,1136041725924902884_1979374512,2015-12-09T07:39:08,0,78,15,331
1979374512,1135528821400176549_1979374512,2015-12-08T14:40:05,0,65,1,81
1979374512,1135428768803227232_1979374512,2015-12-08T11:21:18,0,76,15,85
1979374512,1134716717936051861_1979374512,2015-12-07T11:46:35,0,95,23,74
1979374512,1134061606381454676_1979374512,2015-12-06T14:05:00,0,108,6,202
1979374512,1133383230146643764_1979374512,2015-12-05T15:37:11,0,95,5,166
1979374512,1132671919020475706_1979374512,2015-12-04T16:03:56,0,124,15,70
1979374512,1131862682396690030_1979374512,2015-12-03T13:16:07,0,97,11,23
1979374512,1131735046462801192_1979374512,2015-12-03T09:02:32,0,98,23,265
1979374512,1131731596706481410_1979374512,2015-12-03T08:55:41,0,81,3,111
1979374512,1131251168618906641_1979374512,2015-12-02T17:01:09,0,81,17,198
1979374512,1131092609809679519_1979374512,2015-12-02T11:46:08,0,82,33,483
2055201399,1130498829923508799_2055201399,2015-12-01T16:06:24,1,92,6,38
2055201399,1124142285992616517_2055201399,2015-11-22T21:37:04,0,83,4,676
2055201399,1121246146360369870_2055201399,2015-11-18T21:42:58,0,73,35,1491
2055201399,1101596369863697149_2055201399,2015-10-22T19:02:22,4,87,28,518
2055201399,1091342941916881731_2055201399,2015-10-08T15:30:38,1,92,13,54
2055201399,1068035961257320805_2055201399,2015-09-06T11:43:49,0,107,17,191
2055201399,1037913680833274729_2055201399,2015-07-26T22:16:14,5,121,4,117
2055201399,1026594547298590818_2055201399,2015-07-11T07:27:08,2,126,6,261
2055201399,1025900219035148568_2055201399,2015-07-10T08:27:37,2,134,10,46
2055201399,1025571824644513841_2055201399,2015-07-09T21:35:10,3,94,65,26
2055201399,1008089918847968014_2055201399,2015-06-15T18:41:44,0,129,23,25
2055201399,1000551522902598484_2055201399,2015-06-05T09:04:17,0,113,13,30
2055201399,989872802118361257_2055201399,2015-05-21T15:27:35,0,101,11,48
2055201399,986952337494238077_2055201399,2015-05-17T14:45:08,0,97,13,172
2319862487,1137825730959695932_2319862487,2015-12-11T18:43:38,0,2,2,31
2276348918,1137635465067576727_2276348918,2015-12-11T12:25:37,0,9,2,101
2276348918,1137090019563748432_2276348918,2015-12-10T18:21:55,0,12,0,140
2276348918,1134926256806902920_2276348918,2015-12-07T18:42:54,0,16,0,116
2305065366,1138325167018458984_2305065366,2015-12-12T11:15:56,8,25,8,203
2305065366,1138016107589123665_2305065366,2015-12-12T01:01:53,3,27,4,66
2305065366,1138014619055799857_2305065366,2015-12-12T00:58:55,13,23,5,215
2305065366,1137830252014583339_2305065366,2015-12-11T18:52:37,5,23,6,61
2305065366,1137830046703402535_2305065366,2015-12-11T18:52:13,5,28,4,173
2305065366,1137658662803062551_2305065366,2015-12-11T13:11:42,3,22,0,46
2305065366,1137654827783143102_2305065366,2015-12-11T13:04:05,7,26,4,114
2305065366,1137653278004592281_2305065366,2015-12-11T13:01:00,7,24,2,197
2305065366,1136466270125145376_2305065366,2015-12-09T21:42:38,5,18,1,55
2305065366,1135700870655491556_2305065366,2015-12-08T20:21:55,8,18,6,91
2305065366,1135588246060121613_2305065366,2015-12-08T16:38:09,20,18,8,356
2305065366,1135584753974885805_2305065366,2015-12-08T16:31:13,12,23,1,309
2305065366,1134864776879783260_2305065366,2015-12-07T16:40:45,13,28,13,160
2305065366,1134251775181045283_2305065366,2015-12-06T20:22:49,18,31,4,241
2305065366,1134246858685005177_2305065366,2015-12-06T20:13:03,7,26,2,51
2305065366,1132982366625971251_2305065366,2015-12-05T02:20:44,0,21,5,99
2305065366,1132977509429002174_2305065366,2015-12-05T02:11:05,13,18,0,237
2305065366,1132919057432297079_2305065366,2015-12-05T00:14:57,16,38,0,337
2305065366,1132868771493821961_2305065366,2015-12-04T22:35:03,8,25,1,177
2305065366,1132864697406963105_2305065366,2015-12-04T22:26:57,7,20,2,245
2216393622,1136956603845090943_2216393622,2015-12-10T13:56:50,0,83,5,107
2216393622,1136693176597782395_2216393622,2015-12-10T05:13:27,0,104,5,78
2216393622,1136152532691230687_2216393622,2015-12-09T11:19:17,0,112,6,210
2216393622,1135043185085029609_2216393622,2015-12-07T22:35:13,0,116,5,109
2216393622,1134897167790022173_2216393622,2015-12-07T17:45:06,0,123,9,916
2216393622,1134001957866347861_2216393622,2015-12-06T12:06:29,0,96,8,58
2216393622,1133998603429780707_2216393622,2015-12-06T11:59:49,0,106,1,24
2216393622,1133974084560395886_2216393622,2015-12-06T11:11:06,0,136,7,165
2216393622,1133421812793252866_2216393622,2015-12-05T16:53:50,1,228,28,221
2216393622,1133380596097654511_2216393622,2015-12-05T15:31:57,0,129,28,162
2216393622,1133253797556559231_2216393622,2015-12-05T11:20:01,0,103,3,108
2216393622,1133000283429314038_2216393622,2015-12-05T02:56:20,0,95,0,147
2216393622,1132748198964141174_2216393622,2015-12-04T18:35:29,0,97,11,24
2216393622,1132681044180901269_2216393622,2015-12-04T16:22:04,0,92,4,29
2216393622,1132452653137698049_2216393622,2015-12-04T08:48:17,0,123,5,48
2216393622,1131939500729606125_2216393622,2015-12-03T15:48:45,0,105,10,50
2216393622,1131933535951167340_2216393622,2015-12-03T15:36:54,0,157,6,73
2216393622,1131921940026007115_2216393622,2015-12-03T15:13:52,0,183,8,56
2216393622,1131900110099749929_2216393622,2015-12-03T14:30:29,0,86,5,111
2216393622,1131592901264449063_2216393622,2015-12-03T04:20:07,0,93,4,89
2073461279,1137917379873079517_2073461279,2015-12-11T21:45:44,1,111,6,36
2073461279,1137168693731787152_2073461279,2015-12-10T20:58:13,0,93,23,6
2073461279,1137162521133973699_2073461279,2015-12-10T20:45:57,0,109,4,17
2073461279,1135657247042699922_2073461279,2015-12-08T18:55:15,0,89,9,8
2073461279,1132596652290606022_2073461279,2015-12-04T13:34:23,1,93,1,13
2073461279,1131356924224471758_2073461279,2015-12-02T20:31:16,0,132,11,18
2073461279,1130608101147541678_2073461279,2015-12-01T19:43:30,1,114,26,12
2073461279,1128949340972516244_2073461279,2015-11-29T12:47:50,1,141,5,5
2073461279,1126853553337663692_2073461279,2015-11-26T15:23:53,1,143,8,16
2073461279,1126835159276192384_2073461279,2015-11-26T14:47:20,0,97,3,6
2073461279,1126531396321674096_2073461279,2015-11-26T04:43:49,1,127,5,37
2073461279,1126073818735182807_2073461279,2015-11-25T13:34:41,0,101,6,36
2073461279,1121284455505592983_2073461279,2015-11-18T22:59:05,0,115,8,29
1578559910,1131252556497730880_1578559910,2015-12-02T17:03:55,12,70,4,222
1578559910,1131230625119649573_1578559910,2015-12-02T16:20:20,15,75,1,213
1578559910,1131070523939012511_1578559910,2015-12-02T11:02:15,16,72,0,270
1578559910,1131027104805993583_1578559910,2015-12-02T09:35:59,15,56,0,270
1578559910,1131025556042464345_1578559910,2015-12-02T09:32:54,16,54,0,279
1578559910,1130997959761903193_1578559910,2015-12-02T08:38:04,16,55,0,297
1578559910,1124636682357619808_1578559910,2015-11-23T13:59:21,12,76,2,94
1578559910,1124033549168327686_1578559910,2015-11-22T18:01:02,25,67,2,257
1578559910,1123151487565610371_1578559910,2015-11-21T12:48:32,26,75,4,262
1578559910,1117111047632502358_1578559910,2015-11-13T04:47:16,12,97,4,227
1578559910,1117079795588185164_1578559910,2015-11-13T03:45:10,26,87,7,194
1578559910,1117071727399845800_1578559910,2015-11-13T03:29:08,28,97,5,217
1578559910,1116359199606750402_1578559910,2015-11-12T03:53:28,24,85,11,189
1578559910,1115861219791387745_1578559910,2015-11-11T11:24:04,16,133,8,98
1578559910,1115570025630842055_1578559910,2015-11-11T01:45:31,10,446,34,69
1578559910,1115271268695587961_1578559910,2015-11-10T15:51:57,1,182,9,7
1578559910,1114914133465939562_1578559910,2015-11-10T04:02:23,6,99,83,68
1578559910,1114911795569278515_1578559910,2015-11-10T03:57:44,8,73,7,68
1578559910,1113708875330928026_1578559910,2015-11-08T12:07:45,15,69,1,109
1578559910,1111982813437803748_1578559910,2015-11-06T02:58:22,7,82,2,52
2155133522,1087154080867356095_2155133522,2015-10-02T20:48:07,0,20,0,77
1566324717,1137716595817823199_1566324717,2015-12-11T15:06:48,0,177,10,174
1566324717,1135542782292244522_1566324717,2015-12-08T15:07:50,0,264,4,78
1566324717,1134678317095041924_1566324717,2015-12-07T10:30:17,0,261,0,44
1566324717,1132432832233847374_1566324717,2015-12-04T08:08:55,0,308,34,31
1566324717,1130561082114030407_1566324717,2015-12-01T18:10:05,0,321,24,31
1566324717,1128116019928873771_1566324717,2015-11-28T09:12:10,0,340,7,4
1566324717,1128108282117470869_1566324717,2015-11-28T08:56:48,0,338,11,21
2131897365,1138307991555340671_2131897365,2015-12-12T10:41:48,15,17,2,275
2131897365,1136112353858091039_2131897365,2015-12-09T09:59:28,7,21,2,173
2131897365,1134086923835734378_2131897365,2015-12-06T14:55:18,17,19,0,326
2131897365,1133757022221957337_2131897365,2015-12-06T03:59:50,11,13,0,197
2131897365,1133154196970076628_2131897365,2015-12-05T08:02:08,15,14,0,262
2131897365,1131069603798382635_2131897365,2015-12-02T11:00:25,15,18,0,177
2131897365,1129560224758560879_2131897365,2015-11-30T09:01:33,7,13,0,184
2131897365,1128299327184501145_2131897365,2015-11-28T15:16:22,16,12,0,374
2131897365,1127581373195156274_2131897365,2015-11-27T15:29:56,9,11,1,110
2131897365,1126558900370602198_2131897365,2015-11-26T05:38:27,11,19,0,169
2131897365,1126161578348312922_2131897365,2015-11-25T16:29:03,9,19,0,135
2131897365,1123824688009902103_2131897365,2015-11-22T11:06:04,14,15,2,201
2131897365,1120420628078590878_2131897365,2015-11-17T18:22:48,8,14,0,144
2131897365,1117165420095535605_2131897365,2015-11-13T06:35:17,13,21,0,191
2131897365,1115912119546870433_2131897365,2015-11-11T13:05:12,15,13,1,204
2131897365,1115166596984535606_2131897365,2015-11-10T12:23:59,19,22,0,280
2131897365,1111306838674307687_2131897365,2015-11-05T04:35:20,14,22,0,146
2131897365,1109250910902877174_2131897365,2015-11-02T08:30:34,0,23,0,59
2131897365,1108706444274104854_2131897365,2015-11-01T14:28:49,8,22,0,121
2131897365,1107969942376217599_2131897365,2015-10-31T14:05:31,10,23,0,109
1645765023,1131432432180945501_1645765023,2015-12-02T23:01:18,0,673,13,29
1645765023,1123111714745770976_1645765023,2015-11-21T11:29:31,0,668,6,27
1645765023,1118054676244226654_1645765023,2015-11-14T12:02:05,0,685,6,34
1645765023,1114421553182827229_1645765023,2015-11-09T11:43:43,0,687,4,19
1645765023,1110249383489725256_1645765023,2015-11-03T17:34:21,0,739,17,62
1645765023,1100610841331392816_1645765023,2015-10-21T10:24:18,0,742,5,35
1645765023,1099505723152294252_1645765023,2015-10-19T21:48:37,0,737,4,26
1645765023,1095514409247203897_1645765023,2015-10-14T09:38:36,0,750,1,94
